"Calendar_Year","Sector_General","Sector_Detail1","Sector_Detail2","Sector_GPC","Sector_GPC_Detail","Commodity_Type","Emissions_mtCO2e","Biogenic_Emissions_mtCO2e","Quantity","Quantity_Units"
"2005","Transportation","Public Transportation","Bus - Golden Gate Transit","Transportation","On-Road Transportation - Golden Gate Transit Buses","Diesel","3,320.19","0.00","325,054.50","gallons"
"2005","Municipal","Municipal Fleet","Municipal Fleet","Transportation","On-road Transportation - Municipal Fleet","Diesel","10,615.79","0.00","290,403.90","gallons"
"2005","Municipal","Municipal Fleet","Municipal Fleet","Transportation","On-road Transportation - Municipal Fleet","CNG","2,515.97","0.00","403,258.91","gallons"
"2005","Transportation","Public Transportation","Bus - Caltrain","Transportation","On-Road Transportation - Caltrain Buses","Diesel","58.44","0.00","5,721.52","gallons"
"2005","Municipal","Municipal Fleet","Municipal Fleet","Transportation","On-road Transportation - Municipal Fleet","Gasoline","20,488.34","0.00","2,276,156.86","gallons"
"2005","Municipal","Municipal Fleet","Municipal Fleet","Transportation","On-road Transportation - Municipal Fleet","Propane","87.68","0.00","14,816.91","gallons"
"2005","Transportation","Public Transportation","MUNI","Transportation","On-road Transportation - MUNI Buses","Diesel","52,188.23","0.00","5,111,293.00","gallons"
"2005","Transportation","Public Transportation","Ferry","Transportation","Waterborne Navigation - Ferry","Diesel","87,646.93","0.00","8,635,124.17","gallons"
"2005","Buildings","Commercial & Industrial","PG&E Commercial & Industrial","Stationary","Commercial & Institutional Buildings and Facilities","Natural Gas","506,726.44","0.00","97,150,960.36","Therm"
"2005","Buildings","Residential","PG&E Residential","Stationary","Residential Buildings","Natural Gas","771,444.54","0.00","148,260,510.29","Therm"
"2005","Municipal","Municipal Buildings","PG&E Municipal Buildings","Stationary","Commercial & Institutional Buildings and Facilities","Natural Gas","122,997.42","0.00","24,895,257.90","Therm"
"2005","Buildings","Residential","PG&E Residential Natural Gas Distribution Fugitive Emissions Downstream Leaks","Stationary","Fugitive Emissions from Oil and Natural Gas Systems","Natural Gas","145,424.94","0.00","2,683,515.24","Therm"
"2005","Buildings","Residential","PG&E Residential Natural Gas Distribution Fugitive Emissions Upstream Leaks","Stationary","Fugitive Emissions from Oil and Natural Gas Systems","Natural Gas","217,735.68","0.00","4,017,859.83","Therm"
"2005","Municipal","Municipal Buildings","PG&E Municipal Buildings Natural Gas Distribution Fugitive Emissions Downstream Leaks","Stationary","Fugitive Emissions from Oil and Natural Gas Systems","Natural Gas","23,186.23","0.00","450,604.17","Therm"
"2005","Municipal","Municipal Buildings","PG&E Municipal Buildings Natural Gas Distribution Fugitive Emissions Upstream Leaks","Stationary","Fugitive Emissions from Oil and Natural Gas Systems","Natural Gas","34,715.30","0.00","674,661.49","Therm"
"2005","Buildings","Commercial & Industrial","PG&E Commercial & Industrial Natural Gas Distribution Fugitive Emissions Downstream Leaks","Stationary","Fugitive Emissions from Oil and Natural Gas Systems","Natural Gas","106,717.63","0.00","1,758,432.38","Therm"
"2005","Buildings","Commercial & Industrial","PG&E Commercial & Industrial Natural Gas Distribution Fugitive Emissions Upstream Leaks","Stationary","Fugitive Emissions from Oil and Natural Gas Systems","Natural Gas","159,781.65","0.00","2,632,791.03","Therm"
"2005","Buildings","Residential","PG&E Residential Electric Power Transmission & Distribution Loss","Stationary","Residential Buildings","Electricity","42,997.11","0.00","142,726,221.26","kWh"
"2005","Transportation","Public Transportation","Rail - BART","Transportation","Railways - Bay Area Rapid Transit Traction","Electricity","56,657.63","0.00","281,021,740.00","kWh"
"2005","Transportation","Public Transportation","MUNI","Transportation","On-road Transportation - MUNI Buses","Electricity","6,522.97","0.00","95,047,340.00","kWh"
"2005","Buildings","Residential","PG&E Residential","Stationary","Residential Buildings","Electricity","422,908.35","0.00","1,403,818,010.78","kWh"
"2005","Buildings","Direct Access","PG&E Direct Access Electric Power Transmission & Distribution Loss","Stationary","Commercial & Institutional Buildings and Facilities","Electricity","16,400.57","0.00","19,713,841.05","kWh"
"2005","Buildings","Direct Access","PG&E Direct Access","Stationary","Commercial & Institutional Buildings and Facilities","Electricity","296,306.56","0.00","356,166,956.67","kWh"
"2005","Municipal","Municipal Buildings","SFPUC Municipal Buildings","Stationary","Commercial & Institutional Buildings and Facilities","Electricity","56,865.75","0.00","828,601,268.00","kWh"
"2005","Buildings","Commercial & Industrial","PG&E Commercial & Industrial Electric Power Transmission & Distribution Loss","Stationary","Commercial & Institutional Buildings and Facilities","Electricity","89,338.28","0.00","311,398,331.75","kWh"
"2005","Buildings","Commercial & Industrial","PG&E Commercial & Industrial","Stationary","Commercial & Institutional Buildings and Facilities","Electricity","878,708.11","0.00","3,062,833,043.49","kWh"
"2005","Wastewater","Wastewater (Digester Gas)","Wastewater (Digester Gas)","Stationary","Commercial & Institutional Buildings and Facilities","Sludge gas","95.16","16,594.41","304,751.51","MMBTU"
"2010","Buildings","Residential","CleanPowerSF Residential SuperGreen Product","Stationary","Residential Buildings","Electricity","0.00","0.00","0.00","kWh"
"2010","Transportation","Public Transportation","MUNI","Transportation","On-road Transportation - MUNI Buses","B5","0.00","0.00","0.00","gallons"
"2010","Buildings","Commercial & Industrial","PG&E District","Stationary","Commercial & Institutional Buildings and Facilities","Natural Gas","0.00","0.00","0.00","Therm"
"2010","Buildings","Commercial & Industrial","PG&E District Natural Gas Distribution Fugitive Emissions Downstream Leaks","Stationary","Fugitive Emissions from Oil and Natural Gas Systems","Natural Gas","0.00","0.00","0.00","Therm"
"2010","Buildings","Commercial & Industrial","PG&E District Natural Gas Distribution Fugitive Emissions Upstream Leaks","Stationary","Fugitive Emissions from Oil and Natural Gas Systems","Natural Gas","0.00","0.00","0.00","Therm"
"2010","Transportation","Public Transportation","Bus - Caltrain","Transportation","On-Road Transportation - Caltrain Buses","CNG","0.00","0.00","0.00","gallons"
"2010","Municipal","Municipal Buildings","PG&E Municipal Buildings Electric Power Transmission & Distribution Loss","Stationary","Commercial & Institutional Buildings and Facilities","Electricity","0.00","0.00","0.00","kWh"
"2010","Transportation","Public Transportation","MUNI","Transportation","On-road Transportation - MUNI Buses","B20","0.00","0.00","0.00","gallons"
"2010","Transportation","Public Transportation","Rail - BART","Transportation","Railways - Bay Area Rapid Transit PG&E","Electricity","0.00","0.00","0.00","kWh"
"2010","Buildings","Commercial & Industrial","CleanPowerSF Commercial SuperGreen Product","Stationary","Commercial & Institutional Buildings and Facilities","Electricity","0.00","0.00","0.00","kWh"
"2010","Buildings","Residential","CleanPowerSF Residential Green Product Electric Power Transmission & Distribution Loss","Stationary","Residential Buildings","Electricity","0.00","0.00","0.00","kWh"
"2010","Municipal","Municipal Buildings","PG&E Municipal Buildings","Stationary","Commercial & Institutional Buildings and Facilities","Electricity","0.00","0.00","0.00","kWh"
"2010","Municipal","Municipal Fleet","Municipal Fleet","Transportation","On-road Transportation - Municipal Fleet","Renewable CNG","0.00","0.00","0.00","gallons"
"2010","Buildings","Commercial & Industrial","PG&E District Electric Power Transmission & Distribution Loss","Stationary","Commercial & Institutional Buildings and Facilities","Electricity","0.00","0.00","0.00","kWh"
"2010","Buildings","Residential","CleanPowerSF Residential Green Product","Stationary","Residential Buildings","Electricity","0.00","0.00","0.00","kWh"
"2010","Buildings","Commercial & Industrial","PG&E District","Stationary","Commercial & Institutional Buildings and Facilities","Electricity","0.00","0.00","0.00","kWh"
"2010","Buildings","Commercial & Industrial","CleanPowerSF Commercial Green Product Electric Power Transmission & Distribution Loss","Stationary","Commercial & Institutional Buildings and Facilities","Electricity","0.00","0.00","0.00","kWh"
"2010","Buildings","Commercial & Industrial","CleanPowerSF Commercial Green Product","Stationary","Commercial & Institutional Buildings and Facilities","Electricity","0.00","0.00","0.00","kWh"
"2010","Transportation","Public Transportation","Rail - BART","Transportation","Railways - Bay Area Rapid Transit Other Power Contracts","Electricity","0.00","0.00","0.00","kWh"
"2010","Transportation","Public Transportation","Bus - Golden Gate Transit","Transportation","On-Road Transportation - Golden Gate Transit Buses","Renewable Diesel","0.00","0.00","0.00","gallons"
"2010","Municipal","Municipal Fleet","Municipal Fleet","Transportation","On-road Transportation - Municipal Fleet","Renewable Diesel","0.00","0.00","0.00","gallons"
"2010","Transportation","Public Transportation","MUNI","Transportation","On-road Transportation - MUNI Buses","Renewable Diesel","0.00","0.00","0.00","gallons"
"2010","Transportation","Diesel - Ships and Boats (non-Ferry)","Diesel - Ships and Boats (non-Ferry)","Transportation","Waterborne Navigation - non-Ferry","Diesel","406,414.36","0.00","0.00","mtCO2e"
"2010","Agriculture","Agriculture/Farming","Agriculture/Farming","Stationary","Agriculture, Forestry and Fishing Activities","Other Unspecified Fuels","109.00","0.00","0.00","mtCO2e"
"2010","Buildings","Commercial & Industrial","Additional Stationary Sources","Stationary","Energy Industries","Gas Oil","70.50","0.00","0.00","mtCO2e"
"2010","Agriculture","Agriculture/Farming","Agriculture/Farming","Agriculture, Forestry and Other Land Use","Land","Other Unspecified Fuels","5,346.90","0.00","0.00","mtCO2e"
"2010","Buildings","Residential","Other Residential Fuel Usage","Stationary","Commercial & Institutional Buildings and Facilities","LPGas, Liquid fuel, solid fuel","23,655.00","0.00","0.00","mtCO2e"
"2010","Agriculture","Agriculture/Farming","Agriculture/Farming","Agriculture, Forestry and Other Land Use","Land","Animal Waste","81,034.44","0.00","0.00","mtCO2e"
"2010","Transportation","Off-Road Equipment","Off-Road Equipment","Stationary","Non-specified Sources","Other Unspecified Fuels","144,053.22","0.00","0.00","mtCO2e"
"2010","Transportation","Cars & Trucks","Cars & Trucks","Transportation","On-road Transportation - Cars and Trucks","Gasoline","2,085,257.45","0.00","3,910,784,575.50","miles"
"2010","Landfilled Organics","Landfilled Organics","Landfilled Organics","Waste","Solid Waste Disposal","Solid Waste","244,625.03","0.00","444,398.00","tons"
"2010","Buildings","Commercial & Industrial","Steam - NRG","Stationary","Commercial & Institutional Buildings and Facilities","Steam","64,223.61","0.00","12,101,591.25","Therm"
"2010","Wastewater","Wastewater (Fugitive)","Wastewater (Fugitive)","Waste","Wastewater Treatment and Discharge","Fugitive Emissions","3,845.22","0.00","10,119.67","Avg kgN/day"
"2010","Wastewater","Wastewater (Process)","Wastewater (Process)","Waste","Wastewater Treatment and Discharge","Process Emissions","852.98","0.00","805,235.00","people"
"2010","Municipal","Municipal Fleet","Municipal Fleet","Transportation","On-road Transportation - Municipal Fleet","Propane","91.37","0.00","15,441.69","gallons"
"2010","Transportation","Public Transportation","Bus - Caltrain","Transportation","On-Road Transportation - Caltrain Buses","Diesel","58.44","0.00","5,721.52","gallons"
"2010","Transportation","Public Transportation","Bus - Caltrain","Transportation","On-Road Transportation - Caltrain Buses","Gasoline","242.77","0.00","27,607.58","gallons"
"2010","Transportation","Public Transportation","Rail - Caltrain","Transportation","Railways - Caltrain","Diesel","12,033.90","0.00","1,185,600.00","gallons"
"2010","Transportation","Public Transportation","Ferry","Transportation","Waterborne Navigation - Ferry","Diesel","34,103.47","0.00","3,359,932.00","gallons"
"2010","Transportation","Public Transportation","Bus - Golden Gate Transit","Transportation","On-Road Transportation - Golden Gate Transit Buses","Diesel","3,320.19","0.00","325,054.50","gallons"
"2010","Municipal","Municipal Fleet","Municipal Fleet","Transportation","On-road Transportation - Municipal Fleet","Gasoline","20,413.44","0.00","2,267,835.81","gallons"
"2010","Municipal","Municipal Fleet","Municipal Fleet","Transportation","On-road Transportation - Municipal Fleet","Diesel","10,478.76","0.00","286,655.19","gallons"
"2010","Transportation","Public Transportation","MUNI","Transportation","On-road Transportation - MUNI Buses","Diesel","43,830.60","0.00","4,292,751.00","gallons"
"2010","Municipal","Municipal Fleet","Municipal Fleet","Transportation","On-road Transportation - Municipal Fleet","CNG","2,622.06","0.00","420,263.12","gallons"
"2010","Buildings","Commercial & Industrial","PG&E Commercial & Industrial","Stationary","Commercial & Institutional Buildings and Facilities","Natural Gas","502,633.35","0.00","96,848,329.26","Therm"
"2010","Buildings","Residential","PG&E Residential","Stationary","Residential Buildings","Natural Gas","793,057.12","0.00","149,473,334.73","Therm"
"2010","Municipal","Municipal Buildings","PG&E Municipal Buildings","Stationary","Commercial & Institutional Buildings and Facilities","Natural Gas","122,718.52","0.00","23,129,666.11","Therm"
"2010","Buildings","Residential","PG&E Residential Natural Gas Distribution Fugitive Emissions Upstream Leaks","Stationary","Fugitive Emissions from Oil and Natural Gas Systems","Natural Gas","223,835.70","0.00","4,050,727.37","Therm"
"2010","Buildings","Residential","PG&E Residential Natural Gas Distribution Fugitive Emissions Downstream Leaks","Stationary","Fugitive Emissions from Oil and Natural Gas Systems","Natural Gas","149,499.12","0.00","2,705,467.36","Therm"
"2010","Municipal","Municipal Buildings","PG&E Municipal Buildings Natural Gas Distribution Fugitive Emissions Downstream Leaks","Stationary","Fugitive Emissions from Oil and Natural Gas Systems","Natural Gas","23,133.66","0.00","418,646.96","Therm"
"2010","Municipal","Municipal Buildings","PG&E Municipal Buildings Natural Gas Distribution Fugitive Emissions Upstream Leaks","Stationary","Fugitive Emissions from Oil and Natural Gas Systems","Natural Gas","34,636.58","0.00","626,813.95","Therm"
"2010","Buildings","Commercial & Industrial","PG&E Commercial & Industrial Natural Gas Distribution Fugitive Emissions Upstream Leaks","Stationary","Fugitive Emissions from Oil and Natural Gas Systems","Natural Gas","158,491.01","0.00","2,624,589.72","Therm"
"2010","Buildings","Commercial & Industrial","PG&E Commercial & Industrial Natural Gas Distribution Fugitive Emissions Downstream Leaks","Stationary","Fugitive Emissions from Oil and Natural Gas Systems","Natural Gas","105,855.62","0.00","1,752,954.76","Therm"
"2010","Transportation","Public Transportation","MUNI","Transportation","On-road Transportation - MUNI Buses","Electricity","1,479.32","0.00","100,658,624.00","kWh"
"2010","Transportation","Public Transportation","Rail - BART","Transportation","Railways - Bay Area Rapid Transit Traction","Electricity","56,011.68","0.00","304,121,391.19","kWh"
"2010","Buildings","Residential","PG&E Residential","Stationary","Residential Buildings","Electricity","339,695.14","0.00","1,437,149,702.56","kWh"
"2010","Buildings","Residential","PG&E Residential Electric Power Transmission & Distribution Loss","Stationary","Residential Buildings","Electricity","34,536.82","0.00","146,115,055.41","kWh"
"2010","Municipal","Municipal Buildings","SFPUC Municipal Buildings","Stationary","Commercial & Institutional Buildings and Facilities","Electricity","12,489.08","0.00","849,804,897.00","kWh"
"2010","Buildings","Direct Access","PG&E Direct Access Electric Power Transmission & Distribution Loss","Stationary","Commercial & Institutional Buildings and Facilities","Electricity","12,161.15","0.00","21,382,103.53","kWh"
"2010","Buildings","Direct Access","PG&E Direct Access","Stationary","Commercial & Institutional Buildings and Facilities","Electricity","219,713.69","0.00","386,307,200.14","kWh"
"2010","Buildings","Commercial & Industrial","PG&E Commercial & Industrial Electric Power Transmission & Distribution Loss","Stationary","Commercial & Institutional Buildings and Facilities","Electricity","73,961.88","0.00","312,910,847.24","kWh"
"2010","Buildings","Commercial & Industrial","PG&E Commercial & Industrial","Stationary","Commercial & Institutional Buildings and Facilities","Electricity","727,469.84","0.00","3,077,709,752.73","kWh"
"2010","Transportation","Public Transportation","MUNI","Transportation","On-road Transportation - MUNI Buses","B100","40.85","3,975.69","420,707.80","gallons"
"2010","Municipal","Municipal Fleet","Municipal Fleet","Transportation","On-road Transportation - Municipal Fleet","B5","1.84","83.73","8,860.72","gallons"
"2010","Wastewater","Wastewater (Digester Gas)","Wastewater (Digester Gas)","Stationary","Commercial & Institutional Buildings and Facilities","Sludge gas","100.50","17,524.52","321,832.77","MMBTU"
"2010","Municipal","Municipal Fleet","Municipal Fleet","Transportation","On-road Transportation - Municipal Fleet","B20","29.38","1,335.44","141,316.90","gallons"
"2012","Buildings","Commercial & Industrial","CleanPowerSF Commercial Green Product","Stationary","Commercial & Institutional Buildings and Facilities","Electricity","0.00","0.00","0.00","kWh"
"2012","Transportation","Public Transportation","Rail - BART","Transportation","Railways - Bay Area Rapid Transit PG&E","Electricity","0.00","0.00","0.00","kWh"
"2012","Transportation","Public Transportation","Rail - BART","Transportation","Railways - Bay Area Rapid Transit Other Power Contracts","Electricity","0.00","0.00","0.00","kWh"
"2012","Transportation","Public Transportation","Bus - Caltrain","Transportation","On-Road Transportation - Caltrain Buses","CNG","0.00","0.00","0.00","gallons"
"2012","Buildings","Residential","CleanPowerSF Residential SuperGreen Product","Stationary","Residential Buildings","Electricity","0.00","0.00","0.00","kWh"
"2012","Municipal","Municipal Fleet","Municipal Fleet","Transportation","On-road Transportation - Municipal Fleet","Renewable CNG","0.00","0.00","0.00","gallons"
"2012","Buildings","Commercial & Industrial","CleanPowerSF Commercial SuperGreen Product","Stationary","Commercial & Institutional Buildings and Facilities","Electricity","0.00","0.00","0.00","kWh"
"2012","Buildings","Commercial & Industrial","CleanPowerSF Commercial Green Product Electric Power Transmission & Distribution Loss","Stationary","Commercial & Institutional Buildings and Facilities","Electricity","0.00","0.00","0.00","kWh"
"2012","Buildings","Residential","CleanPowerSF Residential Green Product","Stationary","Residential Buildings","Electricity","0.00","0.00","0.00","kWh"
"2012","Buildings","Residential","CleanPowerSF Residential Green Product Electric Power Transmission & Distribution Loss","Stationary","Residential Buildings","Electricity","0.00","0.00","0.00","kWh"
"2012","Transportation","Public Transportation","Bus - Golden Gate Transit","Transportation","On-Road Transportation - Golden Gate Transit Buses","Renewable Diesel","0.00","0.00","0.00","gallons"
"2012","Transportation","Public Transportation","MUNI","Transportation","On-road Transportation - MUNI Buses","Renewable Diesel","0.00","0.00","0.00","gallons"
"2012","Municipal","Municipal Fleet","Municipal Fleet","Transportation","On-road Transportation - Municipal Fleet","Renewable Diesel","0.00","0.00","0.00","gallons"
"2012","Transportation","Diesel - Ships and Boats (non-Ferry)","Diesel - Ships and Boats (non-Ferry)","Transportation","Waterborne Navigation - non-Ferry","Diesel","537,425.07","0.00","0.00","mtCO2e"
"2012","Buildings","Residential","Other Residential Fuel Usage","Stationary","Commercial & Institutional Buildings and Facilities","LPGas, Liquid fuel, solid fuel","23,655.00","0.00","0.00","mtCO2e"
"2012","Transportation","Off-Road Equipment","Off-Road Equipment","Stationary","Non-specified Sources","Other Unspecified Fuels","169,081.00","0.00","0.00","mtCO2e"
"2012","Agriculture","Agriculture/Farming","Agriculture/Farming","Agriculture, Forestry and Other Land Use","Land","Other Unspecified Fuels","5,346.90","0.00","0.00","mtCO2e"
"2012","Agriculture","Agriculture/Farming","Agriculture/Farming","Agriculture, Forestry and Other Land Use","Land","Animal Waste","83,157.54","0.00","0.00","mtCO2e"
"2012","Agriculture","Agriculture/Farming","Agriculture/Farming","Stationary","Agriculture, Forestry and Fishing Activities","Other Unspecified Fuels","109.00","0.00","0.00","mtCO2e"
"2012","Buildings","Commercial & Industrial","Additional Stationary Sources","Stationary","Energy Industries","Gas Oil","70.50","0.00","0.00","mtCO2e"
"2012","Transportation","Cars & Trucks","Cars & Trucks","Transportation","On-road Transportation - Cars and Trucks","Gasoline","1,897,760.25","0.00","3,935,735,773.95","miles"
"2012","Landfilled Organics","Landfilled Organics","Landfilled Organics","Waste","Solid Waste Disposal","Solid Waste","180,397.53","0.00","428,048.00","tons"
"2012","Buildings","Commercial & Industrial","Steam - NRG","Stationary","Commercial & Institutional Buildings and Facilities","Steam","64,223.61","0.00","12,101,591.25","Therm"
"2012","Wastewater","Wastewater (Fugitive)","Wastewater (Fugitive)","Waste","Wastewater Treatment and Discharge","Fugitive Emissions","3,953.80","0.00","10,405.43","Avg kgN/day"
"2012","Wastewater","Wastewater (Process)","Wastewater (Process)","Waste","Wastewater Treatment and Discharge","Process Emissions","877.07","0.00","827,420.00","people"
"2012","Transportation","Public Transportation","Bus - Caltrain","Transportation","On-Road Transportation - Caltrain Buses","Diesel","58.44","0.00","5,721.52","gallons"
"2012","Transportation","Public Transportation","Ferry","Transportation","Waterborne Navigation - Ferry","Diesel","17,235.93","0.00","1,665,312.50","gallons"
"2012","Municipal","Municipal Fleet","Municipal Fleet","Transportation","On-road Transportation - Municipal Fleet","Gasoline","18,952.83","0.00","2,112,169.18","gallons"
"2012","Transportation","Public Transportation","MUNI","Transportation","On-road Transportation - MUNI Buses","Diesel","42,026.31","0.00","4,114,480.30","gallons"
"2012","Municipal","Municipal Fleet","Municipal Fleet","Transportation","On-road Transportation - Municipal Fleet","Diesel","9,400.15","0.00","93,159.10","gallons"
"2012","Transportation","Public Transportation","Bus - Golden Gate Transit","Transportation","On-Road Transportation - Golden Gate Transit Buses","Diesel","3,320.19","0.00","325,054.50","gallons"
"2012","Transportation","Public Transportation","Bus - Caltrain","Transportation","On-Road Transportation - Caltrain Buses","Gasoline","242.77","0.00","27,607.58","gallons"
"2012","Transportation","Public Transportation","Rail - Caltrain","Transportation","Railways - Caltrain","Diesel","11,521.72","0.00","1,118,472.36","gallons"
"2012","Municipal","Municipal Fleet","Municipal Fleet","Transportation","On-road Transportation - Municipal Fleet","Propane","97.81","0.00","17,119.91","gallons"
"2012","Municipal","Municipal Fleet","Municipal Fleet","Transportation","On-road Transportation - Municipal Fleet","CNG","2,653.71","0.00","429,418.74","gallons"
"2012","Municipal","Municipal Buildings","PG&E Municipal Buildings","Stationary","Commercial & Institutional Buildings and Facilities","Natural Gas","114,212.03","0.00","21,473,875.73","Therm"
"2012","Buildings","Residential","PG&E Residential","Stationary","Residential Buildings","Natural Gas","777,331.10","0.00","146,151,956.00","Therm"
"2012","Buildings","Commercial & Industrial","PG&E Commercial & Industrial","Stationary","Commercial & Institutional Buildings and Facilities","Natural Gas","451,911.36","0.00","97,042,477.00","Therm"
"2012","Buildings","Commercial & Industrial","PG&E District","Stationary","Commercial & Institutional Buildings and Facilities","Natural Gas","1,108.56","0.00","208,428.00","Therm"
"2012","Buildings","Residential","PG&E Residential Natural Gas Distribution Fugitive Emissions Upstream Leaks","Stationary","Fugitive Emissions from Oil and Natural Gas Systems","Natural Gas","219,397.12","0.00","3,960,718.01","Therm"
"2012","Municipal","Municipal Buildings","PG&E Municipal Buildings Natural Gas Distribution Fugitive Emissions Downstream Leaks","Stationary","Fugitive Emissions from Oil and Natural Gas Systems","Natural Gas","21,530.10","0.00","388,677.15","Therm"
"2012","Municipal","Municipal Buildings","PG&E Municipal Buildings Natural Gas Distribution Fugitive Emissions Upstream Leaks","Stationary","Fugitive Emissions from Oil and Natural Gas Systems","Natural Gas","32,235.67","0.00","581,942.03","Therm"
"2012","Buildings","Commercial & Industrial","PG&E Commercial & Industrial Natural Gas Distribution Fugitive Emissions Downstream Leaks","Stationary","Fugitive Emissions from Oil and Natural Gas Systems","Natural Gas","95,173.46","0.00","1,756,468.83","Therm"
"2012","Buildings","Commercial & Industrial","PG&E District Natural Gas Distribution Fugitive Emissions Downstream Leaks","Stationary","Fugitive Emissions from Oil and Natural Gas Systems","Natural Gas","208.97","0.00","3,772.55","Therm"
"2012","Buildings","Residential","PG&E Residential Natural Gas Distribution Fugitive Emissions Downstream Leaks","Stationary","Fugitive Emissions from Oil and Natural Gas Systems","Natural Gas","146,534.61","0.00","2,645,350.40","Therm"
"2012","Buildings","Commercial & Industrial","PG&E District Natural Gas Distribution Fugitive Emissions Upstream Leaks","Stationary","Fugitive Emissions from Oil and Natural Gas Systems","Natural Gas","312.88","0.00","5,648.40","Therm"
"2012","Buildings","Commercial & Industrial","PG&E Commercial & Industrial Natural Gas Distribution Fugitive Emissions Upstream Leaks","Stationary","Fugitive Emissions from Oil and Natural Gas Systems","Natural Gas","142,497.28","0.00","2,629,851.13","Therm"
"2012","Transportation","Public Transportation","MUNI","Transportation","On-road Transportation - MUNI Buses","Electricity","0.00","0.00","92,948,433.00","kWh"
"2012","Buildings","Residential","PG&E Residential","Stationary","Residential Buildings","Electricity","286,880.31","0.00","1,413,639,819.00","kWh"
"2012","Transportation","Public Transportation","Rail - BART","Transportation","Railways - Bay Area Rapid Transit Traction","Electricity","57,103.41","0.00","283,962,261.80","kWh"
"2012","Buildings","Residential","PG&E Residential Electric Power Transmission & Distribution Loss","Stationary","Residential Buildings","Electricity","26,895.42","0.00","96,692,963.62","kWh"
"2012","Buildings","Direct Access","PG&E Direct Access","Stationary","Commercial & Institutional Buildings and Facilities","Electricity","153,396.32","0.00","551,482,202.50","kWh"
"2012","Municipal","Municipal Buildings","PG&E Municipal Buildings Electric Power Transmission & Distribution Loss","Stationary","Commercial & Institutional Buildings and Facilities","Electricity","12.31","0.00","44,245.63","kWh"
"2012","Municipal","Municipal Buildings","SFPUC Municipal Buildings","Stationary","Commercial & Institutional Buildings and Facilities","Electricity","0.00","0.00","867,309,595.00","kWh"
"2012","Municipal","Municipal Buildings","PG&E Municipal Buildings","Stationary","Commercial & Institutional Buildings and Facilities","Electricity","176.67","0.00","646,866.00","kWh"
"2012","Buildings","Direct Access","PG&E Direct Access Electric Power Transmission & Distribution Loss","Stationary","Commercial & Institutional Buildings and Facilities","Electricity","170.37","0.00","37,721,382.65","kWh"
"2012","Buildings","Commercial & Industrial","PG&E Commercial & Industrial","Stationary","Commercial & Institutional Buildings and Facilities","Electricity","585,075.96","0.00","2,883,037,446.00","kWh"
"2012","Buildings","Commercial & Industrial","PG&E Commercial & Industrial Electric Power Transmission & Distribution Loss","Stationary","Commercial & Institutional Buildings and Facilities","Electricity","54,851.67","0.00","197,199,761.31","kWh"
"2012","Buildings","Commercial & Industrial","PG&E District","Stationary","Commercial & Institutional Buildings and Facilities","Electricity","15,252.74","0.00","75,159,843.00","kWh"
"2012","Buildings","Commercial & Industrial","PG&E District Electric Power Transmission & Distribution Loss","Stationary","Commercial & Institutional Buildings and Facilities","Electricity","1,429.96","0.00","5,140,933.26","kWh"
"2012","Transportation","Public Transportation","MUNI","Transportation","On-road Transportation - MUNI Buses","B20","97.85","4,447.67","470,653.20","gallons"
"2012","Municipal","Municipal Fleet","Municipal Fleet","Transportation","On-road Transportation - Municipal Fleet","B5","5.53","251.14","26,575.58","gallons"
"2012","Transportation","Public Transportation","MUNI","Transportation","On-road Transportation - MUNI Buses","B5","1.09","49.41","5,228.50","gallons"
"2012","Transportation","Public Transportation","MUNI","Transportation","On-road Transportation - MUNI Buses","B100","32.38","3,151.25","333,466.00","gallons"
"2012","Municipal","Municipal Fleet","Municipal Fleet","Transportation","On-road Transportation - Municipal Fleet","B20","16.68","758.25","80,238.27","gallons"
"2012","Wastewater","Wastewater (Digester Gas)","Wastewater (Digester Gas)","Stationary","Commercial & Institutional Buildings and Facilities","Sludge gas","103.34","18,019.38","330,920.67","MMBTU"
"2015","Buildings","Residential","CleanPowerSF Residential Green Product","Stationary","Residential Buildings","Electricity","0.00","0.00","0.00","kWh"
"2015","Buildings","Commercial & Industrial","CleanPowerSF Commercial Green Product Electric Power Transmission & Distribution Loss","Stationary","Commercial & Institutional Buildings and Facilities","Electricity","0.00","0.00","0.00","kWh"
"2015","Transportation","Public Transportation","MUNI","Transportation","On-road Transportation - MUNI Buses","B100","0.00","0.00","0.00","gallons"
"2015","Transportation","Public Transportation","MUNI","Transportation","On-road Transportation - MUNI Buses","B5","0.00","0.00","0.00","gallons"
"2015","Buildings","Residential","CleanPowerSF Residential SuperGreen Product","Stationary","Residential Buildings","Electricity","0.00","0.00","0.00","kWh"
"2015","Transportation","Public Transportation","Bus - Caltrain","Transportation","On-Road Transportation - Caltrain Buses","CNG","0.00","0.00","0.00","gallons"
"2015","Buildings","Commercial & Industrial","CleanPowerSF Commercial Green Product","Stationary","Commercial & Institutional Buildings and Facilities","Electricity","0.00","0.00","0.00","kWh"
"2015","Buildings","Commercial & Industrial","CleanPowerSF Commercial SuperGreen Product","Stationary","Commercial & Institutional Buildings and Facilities","Electricity","0.00","0.00","0.00","kWh"
"2015","Buildings","Residential","CleanPowerSF Residential Green Product Electric Power Transmission & Distribution Loss","Stationary","Residential Buildings","Electricity","0.00","0.00","0.00","kWh"
