"Calendar_Year","Sector_General","Sector_Detail1","Sector_Detail2","Sector_GPC","Sector_GPC_Detail","Commodity_Type","Emissions_mtCO2e","Biogenic_Emissions_mtCO2e","Quantity","Quantity_Units"
"2020","Buildings","Commercial & Industrial","PG&E District","Stationary","Commercial & Institutional Buildings and Facilities","Electricity","3,042.85","0.00","41,420,277.37","kWh"
"2020","Buildings","Commercial & Industrial","CleanPowerSF Commercial Green Product","Stationary","Commercial & Institutional Buildings and Facilities","Electricity","1,498.21","0.00","83,539,020.00","kWh"
"2020","Buildings","Commercial & Industrial","CleanPowerSF Commercial SuperGreen Product","Stationary","Commercial & Institutional Buildings and Facilities","Electricity","0.00","0.00","4,172,430.00","kWh"
"2020","Buildings","Commercial & Industrial","PG&E Commercial & Industrial Electric Power Transmission & Distribution Loss","Stationary","Commercial & Institutional Buildings and Facilities","Electricity","8,042.18","0.00","34,399,343.55","kWh"
"2020","Buildings","Commercial & Industrial","PG&E Direct Access Electric Power Transmission & Distribution Loss","Stationary","Commercial & Institutional Buildings and Facilities","Electricity","4,197.16","0.00","17,952,775.45","kWh"
"2020","Buildings","Commercial & Industrial","PG&E District Electric Power Transmission & Distribution Loss","Stationary","Commercial & Institutional Buildings and Facilities","Electricity","513.23","0.00","2,195,274.70","kWh"
"2020","Buildings","Commercial & Industrial","CleanPowerSF Commercial Green Product Electric Power Transmission & Distribution Loss","Stationary","Commercial & Institutional Buildings and Facilities","Electricity","79.41","0.00","4,427,568.06","kWh"
"2020","Buildings","Commercial & Industrial","CleanPowerSF Commercial SuperGreen Product Electric Power Transmission & Distribution Loss","Stationary","Commercial & Institutional Buildings and Facilities","Electricity","0.00","0.00","221,138.79","kWh"
"2020","Transportation","Public Transportation","Bus - Caltrain","Transportation","On-Road Transportation - Caltrain Buses","Diesel","33.98","0.00","3,326.84","gallons"
"2020","Transportation","Public Transportation","Bus - Caltrain","Transportation","On-Road Transportation - Caltrain Buses","CNG","0.00","0.00","0.00","gallons"
"2020","Transportation","Public Transportation","Bus - Caltrain","Transportation","On-Road Transportation - Caltrain Buses","Gasoline","282.87","0.00","32,191.25","gallons"
"2020","Transportation","Public Transportation","Bus - Golden Gate Transit","Transportation","On-Road Transportation - Golden Gate Transit Buses","Diesel","0.00","0.00","0.00","gallons"
"2020","Transportation","Cars & Trucks","Cars & Trucks","Transportation","On-road Transportation - Cars and Trucks","Gasoline","1,207,853.49","0.00","2,911,970,312.27","miles"
"2020","Municipal","Municipal Fleet","Municipal Fleet","Transportation","On-road Transportation - Municipal Fleet","Gasoline","17,021.06","0.00","1,896,886.00","gallons"
"2020","Municipal","Municipal Fleet","Municipal Fleet","Transportation","On-road Transportation - Municipal Fleet","Diesel","0.75","0.00","72.00","gallons"
"2020","Municipal","Municipal Fleet","Municipal Fleet","Transportation","On-road Transportation - Municipal Fleet","CNG","172.03","0.00","27,837.00","gallons"
"2020","Municipal","Municipal Fleet","Municipal Fleet","Transportation","On-road Transportation - Municipal Fleet","Propane","69.58","0.00","12,179.00","gallons"
"2020","Municipal","Municipal Fleet","Municipal Fleet","Transportation","On-road Transportation - Municipal Fleet","Gasoline","2,147.85","0.00","238,973.00","gallons"
"2020","Municipal","Municipal Fleet","Municipal Fleet","Transportation","On-road Transportation - Municipal Fleet","Diesel","430.13","0.00","41,731.00","gallons"
"2020","Transportation","Public Transportation","MUNI","Transportation","On-road Transportation - MUNI Buses","Diesel","0.00","0.00","0.00","gallons"
"2020","Municipal","Municipal Fleet","Municipal Fleet","Transportation","On-road Transportation - Municipal Fleet","CNG","3.33","0.00","524.00","gallons"
"2020","Transportation","Public Transportation","MUNI","Transportation","On-road Transportation - MUNI Buses","Electricity","0.00","0.00","59,471,580.00","kWh"
"2020","Transportation","Public Transportation","Rail - Caltrain","Transportation","Railways - Caltrain","Diesel","13,831.23","0.00","1,342,848.03","gallons"
"2020","Transportation","Public Transportation","Rail - BART","Transportation","Railways - Bay Area Rapid Transit Traction","Electricity","0.00","0.00","184,676,467.58","kWh"
"2020","Transportation","Public Transportation","Rail - BART","Transportation","Railways - Bay Area Rapid Transit Other Power Contracts","Electricity","0.00","0.00","51,063,643.81","kWh"
"2020","Transportation","Public Transportation","Rail - BART","Transportation","Railways - Bay Area Rapid Transit PG&E","Electricity","44.16","0.00","601,071.63","kWh"
"2020","Transportation","Public Transportation","Ferry","Transportation","Waterborne Navigation - Ferry","Diesel","7,648.22","0.00","738,957.73","gallons"
"2020","Transportation","Public Transportation","Ferry","Transportation","Waterborne Navigation - Ferry","Diesel","0.00","0.00","0.00","gallons"
"2020","Transportation","Diesel - Ships and Boats (non-Ferry)","Diesel - Ships and Boats (non-Ferry)","Transportation","Waterborne Navigation - non-Ferry","Diesel","407,242.10","0.00","0.00","mtCO2e"
"2020","Buildings","Residential","PG&E Residential Natural Gas Distribution Fugitive Emissions Upstream Leaks","Stationary","Fugitive Emissions from Oil and Natural Gas Systems","Natural Gas","190,338.83","0.00","3,436,136.42","Therm"
"2020","Buildings","Commercial & Industrial","PG&E Commercial & Industrial Natural Gas Distribution Fugitive Emissions Upstream Leaks","Stationary","Fugitive Emissions from Oil and Natural Gas Systems","Natural Gas","99,961.66","0.00","1,804,581.38","Therm"
"2020","Municipal","Municipal Buildings","PG&E Municipal Buildings Natural Gas Distribution Fugitive Emissions Upstream Leaks","Stationary","Fugitive Emissions from Oil and Natural Gas Systems","Natural Gas","29,608.32","0.00","534,511.16","Therm"
"2020","Buildings","Commercial & Industrial","PG&E District Natural Gas Distribution Fugitive Emissions Upstream Leaks","Stationary","Fugitive Emissions from Oil and Natural Gas Systems","Natural Gas","98.69","0.00","1,781.61","Therm"
"2020","Wastewater","Wastewater (Digester Gas)","Wastewater (Digester Gas)","Stationary","Commercial & Institutional Buildings and Facilities","Sludge gas","106.82","21,681.32","416,388.00","MMBTU"
"2020","Transportation","Public Transportation","Bus - Golden Gate Transit","Transportation","On-Road Transportation - Golden Gate Transit Buses","Renewable Diesel","51.65","4,909.11","485,670.50","gallons"
"2020","Municipal","Municipal Fleet","Municipal Fleet","Transportation","On-road Transportation - Municipal Fleet","Renewable CNG","62.99","2,863.27","473,523.00","gallons"
"2020","Municipal","Municipal Fleet","Municipal Fleet","Transportation","On-road Transportation - Municipal Fleet","Renewable Diesel","304.95","13,861.42","1,481,633.00","gallons"
"2020","Transportation","Public Transportation","MUNI","Transportation","On-road Transportation - MUNI Buses","Renewable Diesel","398.95","35,096.70","3,751,451.00","gallons"
"2020","Municipal","Municipal Fleet","Municipal Fleet","Transportation","On-road Transportation - Municipal Fleet","Renewable CNG","124.98","2,435.01","402,698.00","gallons"
"2020","Municipal","Municipal Fleet","Municipal Fleet","Transportation","On-road Transportation - Municipal Fleet","Renewable Diesel","2.76","256.76","25,402.00","gallons"
"2020","Transportation","Public Transportation","Ferry","Transportation","Waterborne Navigation - Ferry","Diesel",,,"0.00","mtCO2e"
"2020","Transportation","Public Transportation","Ferry","Transportation","Waterborne Navigation - Ferry","Renewable Diesel","2.40","126.35","12,500.00","gallons"
"2022","Buildings","Commercial & Industrial","Additional Stationary Sources","Stationary","Energy Industries","Gas Oil","1.60","0.00","0.00","mtCO2e"
"2022","Buildings","Commercial & Industrial","Steam - NRG","Stationary","Commercial & Institutional Buildings and Facilities","Steam",,"0.00","0.00","mtCO2e"
"2022","Buildings","Commercial & Industrial","Municipal under SFPUC Electric Power Transmission & Distribution Loss","Stationary","Commercial & Institutional Buildings and Facilities","Electricity",,"0.00","0.00","mtCO2e"
"2022","Buildings","Residential","Other Residential Fuel Usage","Stationary","Commercial & Institutional Buildings and Facilities","LPGas, Liquid fuel, solid fuel","20,152.46","0.00","0.00","mtCO2e"
"2022","Agriculture","Agriculture/Farming","Agriculture/Farming","Stationary","Agriculture, Forestry and Fishing Activities","Other Unspecified Fuels","112.22","0.00","0.00","mtCO2e"
"2022","Transportation","Off-Road Equipment","Off-Road Equipment","Stationary","Non-specified Sources","Other Unspecified Fuels","145,648.14","0.00","0.00","mtCO2e"
"2022","Buildings","Commercial & Industrial","Steam - NRG","Stationary","Commercial & Institutional Buildings and Facilities","Steam","55,188.69","0.00","10,399,152.43","Therm"
"2022","Landfilled Organics","Landfilled Organics","Landfilled Organics","Waste","Solid Waste Disposal","Solid Waste","186,992.18","0.00","528,110.66","tons"
"2022","Wastewater","Wastewater (Process)","Wastewater (Process)","Waste","Wastewater Treatment and Discharge","Process Emissions","856.94","0.00","808,437.00","people"
"2022","Wastewater","Wastewater (Fugitive)","Wastewater (Fugitive)","Waste","Wastewater Treatment and Discharge","Fugitive Emissions","3,430.93","0.00","9,031.00","Avg kgN/day"
"2022","Buildings","Residential","PG&E Residential","Stationary","Residential Buildings","Natural Gas","659,272.54","0.00","123,859,286.00","Therm"
"2022","Buildings","Commercial & Industrial","PG&E Commercial & Industrial","Stationary","Commercial & Institutional Buildings and Facilities","Natural Gas","385,404.21","0.00","72,406,915.00","Therm"
"2022","Municipal","Municipal Buildings","PG&E Municipal Buildings","Stationary","Commercial & Institutional Buildings and Facilities","Natural Gas","112,413.86","0.00","21,119,490.46","Therm"
"2022","Buildings","Commercial & Industrial","PG&E District","Stationary","Commercial & Institutional Buildings and Facilities","Natural Gas","415.63","0.00","78,085.00","Therm"
"2022","Buildings","Residential","PG&E Residential Natural Gas Distribution Fugitive Emissions Downstream Leaks","Stationary","Fugitive Emissions from Oil and Natural Gas Systems","Natural Gas","124,062.77","0.00","2,241,853.08","Therm"
"2022","Buildings","Commercial & Industrial","PG&E Commercial & Industrial Natural Gas Distribution Fugitive Emissions Downstream Leaks","Stationary","Fugitive Emissions from Oil and Natural Gas Systems","Natural Gas","72,525.87","0.00","1,310,565.16","Therm"
"2022","Municipal","Municipal Buildings","PG&E Municipal Buildings Natural Gas Distribution Fugitive Emissions Downstream Leaks","Stationary","Fugitive Emissions from Oil and Natural Gas Systems","Natural Gas","21,154.19","0.00","382,262.78","Therm"
"2022","Buildings","Commercial & Industrial","PG&E District Natural Gas Distribution Fugitive Emissions Downstream Leaks","Stationary","Fugitive Emissions from Oil and Natural Gas Systems","Natural Gas","78.21","0.00","1,413.34","Therm"
"2022","Buildings","Residential","PG&E Residential","Stationary","Residential Buildings","Electricity","1,614.82","0.00","61,485,804.00","kWh"
"2022","Buildings","Residential","CleanPowerSF Residential Green Product","Stationary","Residential Buildings","Electricity","25,346.28","0.00","1,193,728,000.00","kWh"
"2022","Buildings","Residential","CleanPowerSF Residential SuperGreen Product","Stationary","Residential Buildings","Electricity","0.00","0.00","27,377,000.00","kWh"
"2022","Buildings","Residential","PG&E Residential Electric Power Transmission & Distribution Loss","Stationary","Residential Buildings","Electricity","710.25","0.00","3,135,776.00","kWh"
"2022","Buildings","Residential","CleanPowerSF Residential Green Product Electric Power Transmission & Distribution Loss","Stationary","Residential Buildings","Electricity","1,072.15","0.00","50,494,694.40","kWh"
"2022","Buildings","Residential","CleanPowerSF Residential SuperGreen Product Electric Power Transmission & Distribution Loss","Stationary","Residential Buildings","Electricity","0.00","0.00","1,158,047.10","kWh"
"2022","Buildings","Direct Access","PG&E Direct Access","Stationary","Commercial & Institutional Buildings and Facilities","Electricity","117,935.10","0.00","520,683,631.93","kWh"
"2022","Municipal","Municipal Buildings","PG&E Municipal Buildings","Stationary","Commercial & Institutional Buildings and Facilities","Electricity","37.87","0.00","1,441,761.00","kWh"
"2022","Municipal","Municipal Buildings","SFPUC Municipal Buildings","Stationary","Commercial & Institutional Buildings and Facilities","Electricity","0.00","0.00","769,542,612.54","kWh"
"2022","Municipal","Municipal Buildings","PG&E Municipal Buildings Electric Power Transmission & Distribution Loss","Stationary","Commercial & Institutional Buildings and Facilities","Electricity","16.65","0.00","73,529.81","kWh"
"2022","Buildings","Commercial & Industrial","PG&E Commercial & Industrial","Stationary","Commercial & Institutional Buildings and Facilities","Electricity","4,911.22","0.00","186,999,715.00","kWh"
"2022","Buildings","Commercial & Industrial","PG&E District","Stationary","Commercial & Institutional Buildings and Facilities","Electricity","1,478.85","0.00","56,308,567.76","kWh"
"2022","Buildings","Commercial & Industrial","CleanPowerSF Commercial Green Product","Stationary","Commercial & Institutional Buildings and Facilities","Electricity","30,313.27","0.00","1,427,657,000.00","kWh"
"2022","Buildings","Commercial & Industrial","CleanPowerSF Commercial SuperGreen Product","Stationary","Commercial & Institutional Buildings and Facilities","Electricity","0.00","0.00","190,832,000.00","kWh"
"2022","Buildings","Commercial & Industrial","PG&E Commercial & Industrial Electric Power Transmission & Distribution Loss","Stationary","Commercial & Institutional Buildings and Facilities","Electricity","2,160.13","0.00","9,536,985.47","kWh"
"2022","Buildings","Commercial & Industrial","PG&E Direct Access Electric Power Transmission & Distribution Loss","Stationary","Commercial & Institutional Buildings and Facilities","Electricity","6,014.69","0.00","26,554,865.23","kWh"
"2022","Buildings","Commercial & Industrial","PG&E District Electric Power Transmission & Distribution Loss","Stationary","Commercial & Institutional Buildings and Facilities","Electricity","650.45","0.00","2,871,736.96","kWh"
"2022","Buildings","Commercial & Industrial","CleanPowerSF Commercial Green Product Electric Power Transmission & Distribution Loss","Stationary","Commercial & Institutional Buildings and Facilities","Electricity","1,545.98","0.00","72,810,507.00","kWh"
"2022","Buildings","Commercial & Industrial","CleanPowerSF Commercial SuperGreen Product Electric Power Transmission & Distribution Loss","Stationary","Commercial & Institutional Buildings and Facilities","Electricity","0.00","0.00","9,732,432.00","kWh"
"2022","Transportation","Public Transportation","Bus - Caltrain","Transportation","On-Road Transportation - Caltrain Buses","Diesel","0.00","0.00","0.00","gallons"
"2022","Transportation","Public Transportation","Bus - Caltrain","Transportation","On-Road Transportation - Caltrain Buses","CNG","0.00","0.00","0.00","gallons"
"2022","Transportation","Public Transportation","Bus - Caltrain","Transportation","On-Road Transportation - Caltrain Buses","Gasoline","0.00","0.00","0.00","gallons"
"2022","Transportation","Public Transportation","Bus - Golden Gate Transit","Transportation","On-Road Transportation - Golden Gate Transit Buses","Diesel","0.00","0.00","0.00","gallons"
"2022","Transportation","Cars & Trucks","Cars & Trucks","Transportation","On-road Transportation - Cars and Trucks","Gasoline","1,230,520.32","0.00","3,093,750,000.00","miles"
"2022","Municipal","Municipal Fleet","Municipal Fleet","Transportation","On-road Transportation - Municipal Fleet","Gasoline","12,675.54","0.00","1,412,605.83","gallons"
"2022","Municipal","Municipal Fleet","Municipal Fleet","Transportation","On-road Transportation - Municipal Fleet","Diesel","1.53","0.00","147.00","gallons"
"2022","Municipal","Municipal Fleet","Municipal Fleet","Transportation","On-road Transportation - Municipal Fleet","CNG","106.76","0.00","17,292.00","gallons"
"2022","Municipal","Municipal Fleet","Municipal Fleet","Transportation","On-road Transportation - Municipal Fleet","Propane","64.38","0.00","11,269.00","gallons"
"2022","Municipal","Municipal Fleet","Municipal Fleet","Transportation","On-road Transportation - Municipal Fleet","Gasoline","2,444.36","0.00","271,963.14","gallons"
"2022","Transportation","Public Transportation","MUNI","Transportation","On-road Transportation - MUNI Buses","Diesel","0.00","0.00","0.00","gallons"
"2022","Municipal","Municipal Fleet","Municipal Fleet","Transportation","On-road Transportation - Municipal Fleet","CNG","0.00","0.00","0.00","gallons"
"2022","Municipal","Municipal Fleet","Municipal Fleet","Transportation","On-road Transportation - Municipal Fleet","Renewable Diesel","0.00","0.00","7,979.39","gallons"
"2022","Transportation","Public Transportation","MUNI","Transportation","On-road Transportation - MUNI Buses","Electricity","0.00","0.00","54,922,773.00","kWh"
"2022","Transportation","Public Transportation","Rail - Caltrain","Transportation","Railways - Caltrain","Diesel","14,967.61","0.00","1,452,982.50","gallons"
"2022","Transportation","Public Transportation","Rail - BART","Transportation","Railways - Bay Area Rapid Transit Contracted Power","Electricity","0.00","0.00","277,841,054.07","kWh"
"2022","Transportation","Public Transportation","Rail - BART","Transportation","Railways - Bay Area Rapid Transit PG&E","Electricity","26.34","0.00","1,002,882.24","kWh"
"2022","Transportation","Public Transportation","Rail - BART","Transportation","Railways - Bay Area Rapid Transit Onsite Solar","Electricity","0.00","0.00","907,150.98","kWh"
"2022","Transportation","Public Transportation","Rail - BART","Transportation","Railways - Bay Area Rapid Transit SFO Station","Electricity","0.00","0.00","1,448,740.46","kWh"
"2022","Transportation","Public Transportation","Ferry","Transportation","Waterborne Navigation - Ferry","Diesel","24,290.07","0.00","2,323,054.50","gallons"
"2022","Transportation","Public Transportation","Ferry","Transportation","Waterborne Navigation - Ferry","Diesel","0.00","0.00","0.00","gallons"
"2022","Transportation","Diesel - Ships and Boats (non-Ferry)","Diesel - Ships and Boats (non-Ferry)","Transportation","Waterborne Navigation - non-Ferry","Diesel","442,953.60","0.00","0.00","Please select"
"2022","Agriculture","Agriculture/Farming","Agriculture/Farming","Agriculture, Forestry and Other Land Use","Land","Other Unspecified Fuels","83,320.36","0.00","0.00","mtCO2e"
"2022","Agriculture","Agriculture/Farming","Agriculture/Farming","Agriculture, Forestry and Other Land Use","Land","Other Unspecified Fuels","13.26","0.00","0.00","mtCO2e"
"2022","Agriculture","Agriculture/Farming","Agriculture/Farming","Agriculture, Forestry and Other Land Use","Land","Other Unspecified Fuels",,"0.00","0.00","mtCO2e"
"2022","Buildings","Residential","PG&E Residential Natural Gas Distribution Fugitive Emissions Upstream Leaks","Stationary","Fugitive Emissions from Oil and Natural Gas Systems","Natural Gas","185,751.44","0.00","3,356,586.65","Therm"
"2022","Buildings","Commercial & Industrial","PG&E Commercial & Industrial Natural Gas Distribution Fugitive Emissions Upstream Leaks","Stationary","Fugitive Emissions from Oil and Natural Gas Systems","Natural Gas","108,588.46","0.00","1,962,227.40","Therm"
"2022","Municipal","Municipal Buildings","PG&E Municipal Buildings Natural Gas Distribution Fugitive Emissions Upstream Leaks","Stationary","Fugitive Emissions from Oil and Natural Gas Systems","Natural Gas","31,672.84","0.00","572,338.19","Therm"
"2022","Buildings","Commercial & Industrial","PG&E District Natural Gas Distribution Fugitive Emissions Upstream Leaks","Stationary","Fugitive Emissions from Oil and Natural Gas Systems","Natural Gas","117.10","0.00","2,116.10","Therm"
"2022","Wastewater","Wastewater (Digester Gas)","Wastewater (Digester Gas)","Stationary","Commercial & Institutional Buildings and Facilities","Sludge gas","122.20","24,801.88","476,318.00","MMBTU"
"2022","Transportation","Public Transportation","Bus - Golden Gate Transit","Transportation","On-Road Transportation - Golden Gate Transit Buses","Renewable Diesel","29.64","2,817.18","278,710.50","gallons"
"2022","Municipal","Municipal Fleet","Municipal Fleet","Transportation","On-road Transportation - Municipal Fleet","Renewable CNG","45.93","2,087.67","345,591.16","gallons"
"2022","Municipal","Municipal Fleet","Municipal Fleet","Transportation","On-road Transportation - Municipal Fleet","Renewable Diesel","147.45","6,702.20","716,391.46","gallons"
"2022","Municipal","Municipal Fleet","Municipal Fleet","Transportation","On-road Transportation - Municipal Fleet","Renewable Diesel","14.71","746.56","73,859.38","gallons"
"2022","Transportation","Public Transportation","MUNI","Transportation","On-road Transportation - MUNI Buses","Renewable Diesel","356.39","31,352.93","3,351,283.00","gallons"
"2022","Municipal","Municipal Fleet","Municipal Fleet","Transportation","On-road Transportation - Municipal Fleet","Renewable CNG","98.91","1,763.90","291,995.00","gallons"
"2022","Transportation","Public Transportation","Ferry","Transportation","Waterborne Navigation - Ferry","Diesel",,,"0.00","Please select"
"2022","Transportation","Public Transportation","Ferry","Transportation","Waterborne Navigation - Ferry","Renewable Diesel","6.14","323.45","32,000.00","gallons"
